OrderItemNo,Cost,Quantity,OrderID,MedicineID
5377,18,9,1072,296
5378,28.53,1,1072,169
5379,92.48,10,1072,578
5380,41.44,7,1072,383
5381,812.49,15,1073,108
5382,91.44,10,1074,709
5383,899.35,5,1075,24
5384,20.51,7,1075,361
5385,83.58,3,1075,99
5386,55.57,6,1075,63
5387,90.09,10,1075,266
5388,95.09,5,1075,832
5389,120.09,8,1075,396
5390,88.12,3,1075,587
5391,55.32,8,1075,297
5392,97.26,7,1076,716
5393,36.25,1,1076,311
5394,89.17,9,1077,991
5395,36.25,1,1077,311
5396,35.03,1,1077,473
5397,964.03,3,1077,210
5398,89.14,5,1078,508
5399,71.33,5,1078,933
5400,61.1,10,1078,200
5401,18,8,1078,350
5402,213.85,8,1078,798
5403,38,9,1078,667
5404,712.56,2,1078,876
5405,690.96,5,1078,732
5406,24.58,5,1079,280
5407,67.03,4,1079,148
5408,72.42,3,1079,302
5409,62.79,8,1079,896
5410,339.27,9,1079,492
5411,12.55,10,1079,561
5412,712.56,5,1079,876
5413,36.15,2,1080,47
5414,75.24,10,1080,776
5415,62.36,2,1080,123
5416,353.22,4,1080,834
5417,26.31,5,1080,299
5418,96.31,2,1081,166
5419,52.06,3,1081,239
5420,213.85,8,1081,798
5421,98.25,7,1081,887
5422,54.73,8,1081,83
5423,68.58,8,1081,851
5424,920.32,10,1081,66
5425,90.78,6,1081,871
5426,28.25,1,1081,922
5427,12.82,20,1082,596
5428,845.2,9,1083,342
5429,83.39,3,1083,577
5430,120.09,9,1083,396
5431,60.45,7,1083,117
5432,94.56,2,1083,236
5433,50.74,1,1083,806
5434,784.4,7,1083,624
5435,88.12,6,1084,587
5436,87.16,1,1084,680
5437,80.41,6,1084,202
5438,656.79,5,1084,612
5439,28.25,8,1084,922
5440,37.58,10,1084,676
5441,58.82,7,1084,466
5442,74.28,10,1084,748
5443,39.52,4,1085,767
5444,135.44,7,1085,714
5445,59.94,1,1085,247
5446,89.62,9,1085,393
5447,21.64,8,1086,547
5448,74.71,9,1086,515
5449,97.39,8,1087,893
5450,10.44,10,1087,731
5451,84.59,3,1087,352
5452,40.33,8,1087,290
5453,898.68,10,1087,984
5454,35.48,6,1087,937
5455,71,9,1088,153
5456,93.46,3,1088,656
5457,953.83,9,1088,810
5458,48.76,5,1088,598
5459,39.45,5,1088,220
5460,38.12,6,1088,152
5461,36.67,8,1088,269
5462,94.93,10,1088,477
5463,14.91,4,1089,719
5464,76.56,3,1089,103
5465,61.75,9,1089,189
5466,29.37,5,1089,530
5467,97.37,4,1089,259
5468,136.07,8,1089,198
5469,465.75,1,1089,168
5470,56.89,6,1089,405
5471,51.73,5,1089,994
5472,19.41,10,1090,107
5473,90.31,3,1091,880
5474,59.31,3,1091,821
5475,13.01,10,1091,164
5476,14.99,5,1091,770
5477,35.03,2,1091,473
5478,61.1,6,1091,200
5479,99.56,9,1091,329
5480,58.14,4,1091,310
5481,11.46,1,1091,593
5482,14.9,7,1091,729
5483,93.19,14,1092,535
5484,865.95,1,1093,684
5485,33.52,3,1093,279
5486,69.74,6,1093,395
5487,94.92,6,1093,608
5488,34.05,3,1093,967
5489,99.1,9,1093,392
5490,18,5,1094,350
5491,58.71,9,1094,215
5492,53.85,3,1095,718
5493,38.51,4,1095,188
5494,46,1,1095,860
5495,55.89,5,1095,764
5496,99.56,9,1095,329
5497,55.57,4,1095,63
5498,42.3,4,1095,356
5499,41.44,1,1095,383
5500,23.12,3,1096,286
5501,28.96,5,1096,77
5502,37.27,7,1096,610
5503,98.25,5,1096,887
5504,81.87,4,1096,663
5505,87.44,2,1096,862
5506,97.26,4,1097,716
5507,264.46,7,1097,996
5508,67.89,6,1097,317
5509,87.44,2,1098,862
5510,70.54,3,1098,699
5511,68.58,8,1098,851
5512,11.12,5,1099,569
5513,899.35,4,1100,24
5514,17.67,2,1100,341
5515,12.71,2,1100,766
5516,89.14,2,1100,508
5517,14.76,5,1100,989
5518,213.85,4,1100,798
5519,18.14,1,1101,113
5520,33.66,6,1101,469
5521,36.25,8,1101,311
5522,731.82,9,1102,300
5523,15.1,9,1102,10
5524,96.31,4,1102,166
5525,15.86,4,1102,470
5526,32.58,6,1102,76
5527,99.56,3,1102,329
5528,47.85,7,1102,977
5529,32.38,1,1102,957
5530,91.76,3,1103,952
5531,96.89,1,1103,5
5532,34.53,5,1104,617
5533,90.78,3,1104,871
5534,41.08,1,1104,45
5535,51.81,8,1104,746
5536,12.82,1,1104,596
5537,95.39,1,1104,65
5538,39.52,7,1104,767
5539,10.13,9,1104,447
5540,139.47,10,1104,54
5541,19.36,9,1104,268
5542,264.46,5,1105,996
5543,669.51,1,1105,480
5544,28.8,5,1105,697
5545,176.05,8,1105,762
5546,35.48,4,1105,937
5547,58.44,10,1105,50
5548,70.98,4,1106,301
5549,932.52,1,1106,180
5550,209.99,8,1106,936
5551,96.29,2,1106,620
5552,71.89,5,1106,159
5553,54.66,7,1107,662
5554,243.04,12,1108,726
5555,35.81,8,1109,679
5556,99.56,9,1109,329
5557,150.49,8,1109,972
5558,33.66,10,1110,469
5559,86.13,2,1110,406
5560,34.84,5,1110,812
5561,24.04,8,1111,854
5562,97.37,9,1111,259
5563,37.58,9,1111,676
5564,52.14,9,1111,847
5565,58.71,10,1111,215
5566,12.9,5,1111,971
5567,89.79,7,1111,727
5568,94.81,10,1111,415
5569,920.32,8,1112,66
5570,58.03,7,1112,213
5571,84.85,8,1112,715
5572,97.39,1,1112,893
5573,790.43,7,1112,882
5574,95.34,9,1112,382
5575,756.82,6,1112,174
5576,12.55,1,1112,561
5577,58.12,5,1113,133
5578,72.91,2,1114,257
5579,23.81,5,1114,394
5580,71.53,9,1114,158
5581,79.23,4,1115,362
5582,21.61,4,1116,154
5583,90.09,3,1117,266
5584,76.49,9,1117,905
5585,756.82,2,1117,174
5586,53.79,10,1117,369
5587,240.11,3,1117,510
5588,19.36,6,1117,268
5589,353.22,6,1117,834
5590,76.88,1,1117,357
5591,95.72,8,1117,850
5592,29.72,1,1117,437
5593,79.17,8,1118,105
5594,86.13,7,1119,406
5595,97.14,2,1119,753
5596,24.04,3,1119,854
5597,29.41,6,1119,399
5598,38.71,5,1119,874
5599,41.08,6,1119,45
5600,58.07,6,1119,920
5601,50.9,5,1119,992
5602,23.12,2,1120,286
5603,712.56,1,1120,876
5604,234.92,5,1120,924
5605,63.87,2,1120,13
5606,89.62,6,1120,393
5607,16.17,9,1120,478
5608,21.21,2,1120,785
5609,47.85,4,1120,977
5610,34.84,6,1120,812
5611,92.49,10,1121,98
5612,508.98,10,1121,672
5613,47.44,9,1121,464
5614,49.16,4,1121,903
5615,23.36,5,1121,359
5616,55.42,5,1122,844
5617,86.06,10,1123,219
5618,46,1,1123,860
5619,36.15,10,1123,47
5620,56.73,10,1123,742
5621,28.53,7,1123,169
5622,24.26,5,1123,32
5623,19.34,2,1123,454
5624,353.92,4,1123,846
5625,13.64,20,1124,332
5626,24.85,6,1125,429
5627,33.64,4,1125,542
5628,71.59,10,1125,835
5629,213.85,2,1125,798
5630,98.84,1,1126,865
5631,44.62,10,1126,861
5632,95.36,2,1126,841
5633,136.07,6,1126,198
5634,899.35,7,1126,24
5635,63.26,2,1127,955
5636,17.67,8,1127,341
5637,90.09,9,1127,266
5638,60.45,4,1127,117
5639,12.61,2,1127,879
5640,36.15,4,1127,47
5641,17.67,2,1127,341
5642,47.36,9,1127,686
5643,972.71,4,1127,486
5644,178,10,1127,366
5645,97.14,5,1128,753
5646,120.09,6,1128,396
5647,51.73,10,1128,994
5648,57.41,8,1129,335
5649,90.09,6,1129,266
5650,43.02,3,1129,264
5651,98.71,9,1129,901
5652,18.14,9,1129,113
5653,32.38,7,1129,957
5654,90.31,1,1129,880
5655,75.24,7,1129,776
5656,58.14,9,1130,310
5657,58.07,4,1130,920
5658,59.94,6,1130,247
5659,54.71,5,1130,723
5660,18.14,9,1130,113
5661,76.56,7,1130,103
5662,35.35,9,1130,389
5663,61.75,7,1130,189
5664,95.72,6,1131,183
5665,45.7,8,1131,693
5666,93.79,4,1131,380
5667,23.26,9,1131,538
5668,33.4,6,1131,677
5669,56,8,1132,348
5670,70.54,4,1132,368
5671,28.12,2,1132,88
5672,55.68,2,1132,443
5673,58.97,3,1132,203
5674,30.27,2,1132,358
5675,70.98,10,1132,301
5676,20.36,9,1132,214
5677,48.14,5,1132,308
5678,731.82,1,1132,300
5679,81.25,2,1133,445
5680,495.23,5,1134,678
5681,96.84,6,1135,801
5682,45.72,2,1136,595
5683,150.49,2,1137,972
5684,71.12,2,1137,655
5685,38.12,3,1137,152
5686,25.75,10,1137,634
5687,47.36,6,1137,686
5688,965.87,8,1138,114
5689,597.18,7,1138,186
5690,67.03,3,1138,148
5691,65.69,2,1138,514
5692,55.68,6,1138,443
5693,81.21,8,1138,579
5694,88.12,1,1139,587
5695,84.59,2,1139,352
5696,135.44,7,1139,714
5697,486.17,7,1139,408
5698,36.73,7,1139,688
5699,97.6,9,1139,509
5700,28.53,7,1139,169
5701,46.74,1,1139,275
5702,39.32,3,1139,245
5703,255.2,8,1140,96
5704,74.28,10,1140,748
5705,73.27,7,1140,539
5706,95.6,7,1140,87
5707,92.48,2,1140,578
5708,40.65,3,1140,161
5709,68.58,5,1141,851
5710,41.08,5,1141,45
5711,56,9,1142,348
5712,96.84,10,1142,801
5713,36.73,4,1142,688
5714,100.72,7,1142,666
5715,50.9,4,1142,992
5716,48.76,8,1142,598
5717,21.41,4,1142,553
5718,56.17,5,1142,316
5719,58.82,3,1143,466
5720,94.92,9,1143,608
5721,13.01,9,1143,164
5722,38.71,1,1143,874
5723,43.02,8,1144,264
5724,42.54,5,1145,176
5725,81.44,9,1145,434
5726,72.41,9,1145,883
5727,89.17,3,1145,991
5728,282.87,8,1145,558
5729,52.06,2,1145,239
5730,39.52,8,1145,767
5731,91.71,2,1146,878
5732,34,4,1146,527
5733,780.32,2,1146,84
5734,178,6,1146,366
5735,39.32,2,1146,245
5736,98.25,9,1146,887
5737,41.08,7,1146,45
5738,57.81,1,1147,589
5739,11.52,1,1147,177
5740,47.36,15,1148,686
5741,20.88,2,1149,256
5742,486.17,7,1149,408
5743,136.07,9,1149,228
5744,20.94,7,1149,584
5745,990.7,9,1149,630
5746,58.82,5,1149,391
5747,980.87,9,1150,372
5748,99.34,6,1151,328
5749,35.03,4,1152,473
5750,48.14,2,1152,308
5751,75.44,9,1152,23
5752,34.05,9,1152,967
5753,86.13,6,1152,406
5754,12.9,5,1153,971
5755,243.04,6,1153,726
5756,86.13,3,1153,406
5757,66.83,10,1153,503
5758,43.02,4,1153,264
5759,56.73,5,1153,742
5760,69.92,7,1153,653
5761,55.24,10,1153,327
5762,56,1,1154,348
5763,63.26,7,1155,955
5764,33.52,1,1155,279
5765,972.71,1,1155,486
5766,52.14,1,1155,847
5767,89.62,8,1155,393
5768,25.75,1,1155,962
5769,20.94,4,1155,584
5770,66.54,5,1155,950
5771,36.15,8,1155,47
5772,39.32,3,1156,245
5773,83.24,9,1156,208
5774,114.72,10,1156,384
5775,84.32,10,1157,68
5776,29.39,7,1157,95
5777,36.15,5,1157,47
5778,32.38,2,1157,957
5779,42.54,1,1157,176
5780,58.43,8,1158,560
5781,74.19,9,1158,645
5782,61.05,6,1158,419
5783,780.32,7,1158,84
5784,38.51,4,1159,188
5785,25.75,9,1159,634
5786,88.95,2,1159,671
5787,71.38,10,1160,809
5788,952.34,4,1161,756
5789,635.8,2,1162,648
5790,74.19,6,1162,645
5791,82.45,6,1162,319
5792,33.73,2,1162,974
5793,42.3,5,1162,356
5794,18,3,1163,350
5795,24.34,8,1164,151
5796,13.38,6,1165,817
5797,98.07,3,1166,410
5798,24.04,5,1167,854
5799,16.17,1,1167,478
5800,32.58,5,1167,76
5801,18,5,1167,296
5802,45.85,1,1167,388
5803,42.3,9,1167,356
5804,76.51,7,1167,838
5805,27.48,17,1168,827
5806,55.89,9,1169,764
5807,39.45,8,1169,220
5808,86.13,10,1169,406
5809,84.59,1,1169,352
5810,268.09,4,1169,894
5811,66.08,8,1169,935
5812,87.44,8,1169,862
5813,33.4,2,1170,677
5814,240.11,5,1170,510
5815,867.06,5,1170,864
5816,55.24,5,1170,327
5817,12.61,9,1170,879
5818,49.16,4,1170,903
5819,36.13,2,1170,687
5820,95.34,2,1170,382
5821,831.55,2,1170,786
5822,67.93,2,1170,752
5823,58.03,7,1171,213
5824,96.69,10,1171,628
5825,372.46,3,1171,552
5826,89.14,1,1171,508
5827,96.69,6,1171,628
5828,178,4,1171,366
5829,89.79,7,1171,727
5830,38.71,2,1171,874
5831,33.66,1,1171,469
5832,17.93,1,1171,673
5833,98.25,6,1172,887
5834,54.8,8,1173,772
5835,62.22,10,1173,136
5836,58.82,3,1173,466
5837,97.39,9,1173,893
5838,95.72,4,1173,183
5839,10.44,4,1173,731
5840,68.99,6,1174,848
5841,33.74,10,1174,37
5842,51.88,2,1174,212
5843,15.1,4,1174,10
5844,53.71,5,1174,568
5845,37.78,4,1174,371
5846,56.3,6,1174,315
5847,83.39,2,1175,577
5848,28.96,9,1175,77
5849,91.73,6,1175,320
5850,139.47,4,1175,54
5851,96.69,1,1175,628
5852,41.44,9,1175,383
5853,33.74,4,1175,37
5854,321.61,8,1175,930
5855,66.08,8,1175,935
5856,234.92,19,1176,924
5857,98.71,13,1177,901
5858,97.37,4,1178,259
5859,82.45,6,1178,319
5860,195.95,6,1178,738
5861,92.48,10,1179,578
5862,23.26,14,1180,538
5863,40.65,6,1181,161
5864,76.49,3,1181,905
5865,42.89,5,1181,19
5866,82.43,5,1182,398
5867,51.08,5,1182,35
5868,69.91,2,1182,64
5869,55.2,9,1182,981
5870,52.14,2,1182,847
5871,56.52,3,1182,544
5872,29.71,7,1182,278
5873,14.76,1,1183,989
5874,62.79,8,1183,896
5875,83.99,2,1184,836
5876,195.95,4,1184,738
5877,15.86,10,1184,470
5878,14.91,10,1184,719
5879,14.91,4,1184,719
5880,61.1,4,1184,200
5881,754.49,6,1184,312
5882,52.06,5,1184,239
5883,55.24,5,1184,327
5884,96.89,4,1184,5
5885,88.12,1,1185,587
5886,44.62,3,1185,861
5887,25.75,2,1185,634
5888,75.24,7,1185,776
5889,21.21,2,1185,785
5890,27,2,1185,559
5891,40.04,2,1185,479
5892,53.71,1,1186,779
5893,61.05,3,1186,419
5894,50.66,2,1186,193
5895,51.73,2,1186,994
5896,53.85,8,1186,718
5897,120.09,8,1186,396
5898,52.31,5,1187,643
5899,39.52,1,1187,767
5900,856.51,1,1187,60
5901,812.49,10,1187,108
5902,84.93,6,1187,743
5903,14.19,2,1188,670
5904,93.53,8,1188,869
5905,58.82,1,1188,466
5906,95.72,1,1188,183
5907,56.3,5,1188,315
5908,28.12,9,1189,88
5909,29.72,1,1189,437
5910,93,6,1189,938
5911,38.71,6,1189,874
5912,86.69,8,1189,637
5913,39.67,1,1189,745
5914,68.38,10,1189,375
5915,59.94,9,1189,247
5916,21.64,5,1190,547
5917,12.82,1,1190,596
5918,28.8,2,1191,697
5919,59.31,2,1191,821
5920,19.36,9,1191,268
5921,83.99,1,1192,836
5922,93.46,7,1192,656
5923,74.47,9,1193,333
5924,243.04,5,1194,726
5925,26.95,6,1194,73
5926,56.89,6,1194,405
5927,372.46,7,1194,552
5928,67.89,4,1194,317
5929,51.01,9,1195,197
5930,66.54,7,1195,950
5931,53.85,10,1195,718
5932,856.51,2,1195,60
5933,55.89,1,1195,694
5934,964.03,3,1195,210
5935,26.31,2,1195,299
5936,33.73,6,1195,974
5937,97.14,9,1196,753
5938,78.14,8,1197,155
5939,92.14,2,1197,9
5940,95.39,1,1197,65
5941,177.25,8,1198,390
5942,29.37,18,1199,530
5943,58.97,5,1200,203
5944,669.51,3,1200,480
5945,69.74,9,1200,395
5946,43.4,4,1200,274
5947,243.04,5,1200,726
5948,90.09,5,1200,266
5949,965.87,8,1200,114
5950,81.87,3,1200,663
5951,47.85,1,1200,977
5952,83.99,6,1200,836
5953,58.12,5,1201,133
5954,20.56,2,1202,658
5955,28.96,6,1203,77
5956,32.65,5,1203,230
5957,49.65,6,1203,499
5958,58.71,5,1203,215
5959,18.96,6,1204,46
5960,28.8,3,1205,697
5961,61.51,9,1205,267
5962,282.87,9,1205,558
5963,48.74,9,1205,25
5964,54.73,7,1205,83
5965,26.22,7,1205,536
5966,96.69,5,1206,628
5967,71.53,2,1206,158
5968,18,2,1206,350
5969,84.85,8,1206,715
5970,74.71,3,1206,515
5971,98.14,5,1206,740
5972,95.34,9,1207,926
5973,49.01,18,1208,370
5974,61.1,4,1209,200
5975,95.39,9,1209,65
5976,60.42,7,1209,659
5977,195.95,3,1209,738
5978,52.31,5,1209,643
5979,953.83,2,1209,810
5980,61.75,2,1209,189
5981,36.13,5,1209,687
5982,62.6,7,1209,669
5983,597.18,8,1210,186
5984,731.82,1,1210,300
5985,91.76,5,1210,952
5986,54.66,2,1210,662
5987,59.87,9,1211,789
5988,831.55,5,1211,786
5989,95.72,8,1211,183
5990,99.56,8,1211,329
5991,135.44,6,1211,714
5992,712.56,10,1211,876
5993,92.44,3,1211,819
5994,20.06,3,1211,613
5995,16.17,10,1211,478
5996,54.71,6,1212,723
5997,71,5,1212,153
5998,74.47,1,1212,333
5999,25.75,5,1212,634
6000,99.04,9,1212,986
6001,25.82,10,1212,706
6002,12.38,9,1212,400
6003,23.12,7,1212,286
6004,37.78,3,1212,371
6005,29.72,6,1213,437
6006,71.59,3,1213,835
6007,32.81,1,1213,171
6008,28.96,5,1213,77
6009,67.47,5,1213,422
6010,67.03,4,1213,148
6011,53.86,9,1214,953
6012,43.02,4,1214,264
6013,14.82,6,1214,815
6014,15.57,1,1214,701
6015,71.53,5,1214,158
6016,72.1,3,1214,825
6017,597.18,5,1214,186
6018,95.39,2,1214,65
6019,904.77,8,1214,126
6020,491.62,1,1214,192
6021,91.73,2,1215,320
6022,98.84,8,1215,865
6023,52.31,2,1215,643
6024,83.99,3,1216,836
6025,58.82,5,1216,391
6026,372.46,10,1216,552
6027,339.27,6,1216,492
6028,95.72,9,1216,850
6029,83.39,7,1216,577
6030,59.9,5,1216,572
6031,92.36,9,1216,428
6032,55.68,1,1216,443
6033,83.24,10,1216,208
6034,38.12,3,1217,152
6035,44.93,2,1217,867
6036,20.51,3,1217,361
6037,46.74,3,1217,275
6038,69.91,6,1217,64
6039,567.62,8,1217,720
6040,486.17,4,1217,408
6041,29.16,2,1218,592
6042,16.17,2,1218,478
6043,282.87,9,1219,558
6044,65.69,10,1219,514
6045,71.12,3,1219,655
6046,89.84,2,1219,793
6047,21.41,3,1219,553
6048,47.86,2,1219,511
6049,10.13,3,1219,447
6050,712.56,10,1219,876
6051,58.71,3,1220,215
6052,35.35,8,1220,389
6053,24.58,5,1220,280
6054,49.35,6,1220,281
6055,39.52,9,1220,767
6056,33.63,9,1221,712
6057,52.6,7,1222,115
6058,24.26,10,1223,32
6059,96.03,8,1223,287
6060,339.27,8,1224,492
6061,70.54,3,1224,368
6062,17.67,10,1224,341
6063,26.95,3,1225,73
6064,69.61,5,1225,700
6065,23.81,9,1225,394
6066,75.2,7,1225,80
6067,75.2,10,1225,80
6068,99.19,5,1225,229
6069,37.81,9,1225,2
6070,80.41,4,1225,109
6071,42.3,5,1225,356
6072,44.23,10,1226,1
6073,98.84,7,1226,865
6074,597.18,7,1226,186
6075,96.96,10,1226,118
6076,84.59,8,1226,352
6077,49.27,10,1226,397
6078,47.44,1,1226,464
6079,465.75,5,1227,168
6080,76.51,10,1227,838
6081,100.72,6,1228,666
6082,87.88,1,1228,242
6083,37.27,2,1228,610
6084,990.7,10,1228,630
6085,42.3,2,1229,356
6086,282.87,1,1229,558
6087,321.61,6,1229,930
6088,19.36,5,1229,268
6089,97.82,2,1229,975
6090,14.91,4,1229,719
6091,37.58,5,1229,676
6092,21.52,3,1230,947
6093,990.7,3,1230,630
6094,55.57,2,1230,63
6095,65.69,1,1230,514
6096,33.64,6,1230,542
6097,53.79,1,1230,369
6098,57.26,7,1230,771
6099,83.24,10,1230,208
6100,92.48,8,1230,578
6101,86.45,10,1231,717
6102,26.8,4,1232,763
6103,65.69,1,1232,514
6104,52.6,10,1232,115
6105,74.28,9,1232,748
6106,34.75,7,1233,778
6107,96.31,4,1234,166
6108,95.72,8,1234,183
6109,56.89,9,1234,405
6110,52.97,5,1234,471
6111,17.23,10,1234,856
6112,47.85,4,1234,977
6113,990.7,6,1234,630
6114,176.05,10,1234,762
6115,27.31,4,1234,516
6116,14.82,1,1235,815
6117,58.03,7,1235,213
6118,176.89,9,1236,444
6119,61.79,7,1236,626
6120,14.19,3,1236,670
6121,57.26,8,1236,771
6122,80.41,4,1236,109
6123,18.14,6,1236,113
6124,48.44,9,1236,794
6125,68.07,10,1236,946
6126,71.59,8,1236,835
6127,97.41,3,1236,573
6128,247.89,3,1237,588
6129,54.8,9,1237,772
6130,55.24,6,1237,327
6131,74.69,3,1237,250
6132,77.93,7,1238,885
6133,35.35,9,1239,389
6134,25.75,2,1239,962
6135,61.75,10,1239,189
6136,71.89,5,1239,159
6137,28.96,7,1239,77
6138,34.75,1,1239,778
6139,19.36,6,1239,268
6140,81.21,8,1239,579
6141,72.91,6,1240,257
6142,97.14,4,1241,753
6143,24.58,7,1241,280
6144,15.86,9,1241,470
6145,16.1,3,1241,43
6146,39.67,5,1241,745
6147,34.75,5,1242,778
6148,26.33,2,1242,409
6149,20.36,5,1242,214
6150,37.81,6,1243,2
6151,53.86,5,1243,953
6152,48.74,3,1243,25
6153,66.67,5,1243,899
6154,61.71,1,1243,376
6155,731.82,10,1243,300
6156,61.1,8,1243,200
6157,898.68,4,1243,984
6158,70.86,5,1243,430
6159,88.94,5,1244,167
6160,90.78,9,1245,871
6161,245.88,8,1246,660
6162,25.59,16,1247,590
6163,97.6,6,1248,509
6164,34.05,3,1248,967
6165,44.62,8,1248,861
6166,58.44,5,1248,50
6167,12.38,3,1248,400
6168,24.82,1,1248,82
6169,86.18,3,1248,555
6170,14.72,7,1248,674
6171,71.59,9,1248,835
6172,965.86,8,1249,456
6173,45.27,20,1250,284
6174,37.83,2,1251,111
6175,247.89,6,1251,588
6176,25.75,4,1251,962
6177,88.95,7,1251,671
6178,18.14,8,1252,113
6179,67.93,9,1252,752
6180,23.81,10,1253,394
6181,96.31,5,1254,166
6182,53.85,5,1254,718
6183,71,4,1254,153
6184,812.49,15,1255,108
6185,75.97,4,1256,823
6186,94.56,7,1256,236
6187,14.9,6,1256,729
6188,42.3,7,1256,356
6189,55.89,1,1256,764
6190,596.95,10,1256,702
6191,65.75,3,1256,207
6192,42.54,1,1257,176
6193,97.41,9,1257,573
6194,33.66,9,1257,469
6195,37.81,5,1257,2
6196,754.49,8,1257,312
6197,47.36,8,1257,686
6198,33.66,8,1257,469
6199,31.42,8,1257,86
6200,62.36,5,1257,123
6201,15.81,7,1257,641
6202,58.03,10,1258,213
6203,38.71,2,1258,874
6204,57.26,6,1258,771
6205,32.58,4,1258,76
6206,97.37,7,1258,259
6207,51.01,5,1258,197
6208,45.85,8,1258,388
6209,491.62,3,1258,192
6210,60.42,6,1258,659
6211,96.96,5,1258,118
6212,21.52,4,1259,947
6213,76.51,9,1259,838
6214,209.99,6,1259,936
6215,33.73,4,1259,974
6216,51.88,7,1259,212
6217,508.98,2,1260,672
6218,28.12,2,1260,88
6219,96.03,6,1260,287
6220,58.71,2,1260,215
6221,81.77,6,1260,917
6222,95.72,17,1261,850
6223,639.87,6,1262,570
6224,33.64,1,1262,542
6225,920.32,8,1262,66
6226,70.54,2,1262,699
6227,567.62,6,1262,720
6228,33.52,6,1262,279
6229,98.71,1,1262,901
6230,55.89,5,1263,694
6231,54.8,7,1263,772
6232,58.07,9,1263,920
6233,90.09,10,1263,266
6234,59.31,4,1263,821
6235,98.25,6,1263,887
6236,95.34,6,1263,382
6237,43.02,10,1263,264
6238,54.59,8,1263,138
6239,48.76,3,1263,598
6240,32.65,1,1264,230
6241,867.06,4,1264,864
6242,72.41,9,1264,883
6243,97.6,2,1264,509
6244,72.1,8,1264,825
6245,97.37,8,1265,259
6246,26.22,4,1265,536
6247,898.68,4,1265,984
6248,87.94,7,1265,623
6249,38,9,1265,667
6250,49.16,8,1265,903
6251,669.51,3,1265,480
6252,247.89,7,1265,588
6253,91.73,9,1265,320
6254,70.38,4,1266,649
6255,47.66,6,1267,625
6256,15.81,10,1267,641
6257,98.25,9,1267,887
6258,83.85,4,1267,272
6259,372.46,10,1267,552
6260,81.21,1,1267,579
6261,70.54,8,1267,368
6262,72.41,2,1267,883
6263,86.06,10,1267,219
6264,21.17,9,1267,681
6265,72.41,5,1268,883
6266,97.37,9,1268,259
6267,66.41,20,1269,446
6268,234.92,7,1270,924
6269,95.34,7,1270,382
6270,44.96,9,1270,609
6271,27.31,9,1270,516
6272,213.85,5,1270,798
6273,195.95,4,1270,738
6274,94.66,1,1271,611
6275,81.44,6,1271,434
6276,99.04,8,1271,986
6277,47.66,6,1272,625
6278,60.66,9,1272,34
6279,60.42,5,1272,659
6280,66.82,7,1272,261
6281,14.91,7,1272,719
6282,234.92,2,1272,924
6283,91.76,9,1272,952
6284,50.13,10,1272,235
6285,42.09,3,1273,232
6286,90.09,4,1274,266
6287,92.14,3,1274,9
6288,57.41,1,1274,335
6289,57.41,6,1274,335
6290,83.31,8,1274,4
6291,88.12,10,1274,587
6292,59.87,10,1275,789
6293,99.19,3,1275,229
6294,25.91,9,1275,833
6295,21.21,9,1275,785
6296,34.53,5,1275,617
6297,43.02,8,1275,264
6298,34.53,1,1275,617
6299,49.65,13,1276,499
6300,12.55,8,1277,561
6301,97.37,6,1278,259
6302,91.86,8,1279,427
6303,23.28,1,1279,283
6304,21.64,7,1279,547
6305,54.73,4,1279,83
6306,21.21,2,1279,785
6307,42.54,4,1279,176
6308,26.31,5,1279,299
6309,57.26,8,1279,771
6310,37.83,3,1280,111
6311,58.07,2,1280,920
6312,98.71,1,1280,901
6313,69.74,9,1280,395
6314,81.21,1,1280,579
6315,83.24,6,1280,208
6316,93,5,1281,938
6317,33.74,10,1281,37
6318,76.88,1,1281,357
6319,63.99,8,1281,39
6320,98.84,1,1281,865
6321,92.14,4,1281,9
6322,97.14,9,1281,753
6323,78.42,8,1281,41
6324,53.86,4,1281,953
6325,52.14,3,1282,847
6326,486.17,8,1282,408
6327,61.71,7,1282,797
6328,34.05,5,1282,967
6329,61.51,5,1282,267
6330,49.16,8,1282,903
6331,92.44,8,1282,819
6332,11.52,5,1282,177
6333,87.8,1,1282,322
6334,95.72,17,1283,850
6335,59.87,7,1284,789
6336,525.91,8,1284,504
6337,525.91,9,1284,504
6338,56.73,9,1284,742
6339,58.43,2,1285,560
6340,49.16,10,1285,903
6341,10.13,2,1285,447
6342,32.58,10,1285,76
6343,89.84,3,1285,793
6344,62.22,2,1285,136
6345,39.52,3,1285,767
6346,32.38,2,1285,957
6347,856.51,9,1285,60
6348,48.44,4,1285,794
6349,37.83,8,1286,111
6350,82.43,2,1286,398
6351,71.33,8,1286,933
6352,51.81,2,1286,746
6353,18.14,5,1286,113
6354,44.62,7,1286,861
6355,48.76,10,1287,598
6356,15.1,1,1287,10
6357,91.86,8,1287,427
6358,84.59,3,1288,352
6359,14.72,1,1288,674
6360,41.08,3,1288,45
6361,17.93,8,1288,673
6362,25.91,1,1288,833
6363,20.94,2,1289,584
6364,38.12,16,1290,152
6365,486.17,4,1291,408
6366,90.09,2,1291,266
6367,76.51,8,1291,838
6368,16.1,5,1291,43
6369,56.3,6,1291,315
6370,35.81,4,1291,679
6371,53.71,4,1291,779
6372,57.74,9,1292,889
6373,28.96,4,1292,77
6374,14.19,4,1292,670
6375,69.61,6,1292,700
6376,46.94,8,1292,125
6377,12.63,7,1292,820
