MedicineID,Name,Description,CompanyName,Cost,Category,IsPrescribed,PackagingTemperature,CompanyID,HomemadeRemedies
449,Diclofenac Potassium,"Cellulitis, site NEC",Leffler Inc,35.17,Controlled List,1,15,76,practice haldi
450,Sulfacetamide Sodium,Spon ab w compl NEC-comp,"Dare, O'Reilly and Purdy",335.78,Pharmacy Medicine,1,17,50,practice padma-assan
451,CASUARINA EQUISETIFOLIA POLLEN,Adv eff alcohol deter,"Schulist, Jerde and Romaguera",94.7,Controlled List,1,-3,91,use boil water
452,Warfarin Sodium,Hx-bronchogenic malignan,McKenzie Group,59.11,Controlled List,1,0,7,practice boil water
453,LBEL divine lip gloss SPF 15,Torsion of ovary or tube,"Hettinger, Becker and Walter",47.9,Pharmacy Medicine,1,23,26,follow 8 hour sleep
454,CYCLOPHOSPHAMIDE,Mv board/alight-motcycl,Breitenberg-Kulas,19.34,General Sales List,0,-3,28,do 8 hour sleep
455,Allopurinol,Hx of alcoholism,Daugherty-Olson,81.98,Pharmacy Medicine,1,28,30,follow wake early
456,Claforan,Inj thoracic vessel NOS,Kreiger Group,965.86,General Sales List,1,7,37,use tulsi
457,Bengay Ultra Strength,Acc poison-plants NEC,Harris-Beer,56.59,Pharmacy Medicine,1,24,32,take padma-assan
458,Warfarin Sodium,Inlet contraction-deliv,Harris-Beer,46.1,General Sales List,1,14,32,take padma-assan
459,Carvedilol,Mal neo urinary NEC,Lemke LLC,37.73,Controlled List,1,2,18,take 8 hour sleep
460,Pancuronium Bromide,Gingival recess-general,Dietrich-Denesik,59.76,General Sales List,1,11,63,do sav-assan
461,Trepoxen-250,Late eff inj periph vess,Gottlieb-Kemmer,53.93,General Sales List,1,29,45,do sav-assan
462,Oxytocin,Hx of alcoholism,"Hermiston, Legros and Hand",408.13,General Sales List,1,11,13,take wake early
463,Micardis,Cryst arthrop NOS-ankle,Johns-Lowe,27.41,Controlled List,1,21,56,follow vegetarian
464,Thyroidinum,Ch DVT/embl prox low ext,"McGlynn, Hansen and Nicolas",47.44,General Sales List,0,-2,24,follow haldi
465,bisacodyl,TB pneumothorax-no exam,Johnson Group,42.85,Controlled List,1,22,90,take padma-assan
466,Childrens Plus Multi-Symptom Grape,Pyogen arthritis-hand,Zemlak and Sons,58.82,Controlled List,0,2,70,do tulsi
467,HYZAAR,Acc poison-alcohol NOS,Nikolaus Inc,83.9,General Sales List,1,11,60,use haldi
468,MLK Kit F2,Neurologic neglect syndr,"Padberg, Heidenreich and Predovic",714.26,Controlled List,0,8,84,use tulsi
469,CORTISONE ACETATE,Loc osteoart NOS-forearm,"Maggio, Wehner and Ratke",33.66,Controlled List,0,19,83,use wake early
470,Trandolapril and Verapamil Hydrochloride,Flccd hmiplga unspf side,Daugherty-Olson,15.86,Controlled List,0,26,30,practice haldi
471,bareMinerals bareSkin Pure Brightening Serum Foundation Broad Spectrum SPF 20,Pois-antiallrg/antiemet,Koch-Graham,52.97,General Sales List,0,21,39,practice 8 hour sleep
472,Amcinonide,TB fem gen NEC-cult dx,"Schulist, Jerde and Romaguera",47.96,General Sales List,1,29,91,follow haldi
473,Gabapentin,Fam hx-lymph neoplas NEC,"Maggio, Wehner and Ratke",35.03,Pharmacy Medicine,0,24,83,use neem
474,SHISEIDO RADIANT LIFTING FOUNDATION,Sec malig neo nerve NEC,Goldner-Gottlieb,631.75,Pharmacy Medicine,1,9,99,take neem
475,Lantiseptic,Gas gangrene,Zemlak and Sons,48.42,Pharmacy Medicine,1,29,70,practice padma-assan
476,Hill Country Essentials,"Amputation foot, bilat",Emard Group,85.12,General Sales List,1,2,93,take sav-assan
477,Treatment Set TS336682,Subcondyl fx mandib-open,Kuphal LLC,94.93,Pharmacy Medicine,0,29,29,use neem
478,THERA Moisturizing Body,Toxic epidrml necrolysis,"Prosacco, Cronin and Wilderman",16.17,Pharmacy Medicine,0,6,25,do wake early
479,healthy accents allergy relief,Anphylct react crstacns,Leffler Inc,40.04,Controlled List,0,21,76,use wake early
480,citroma,Housing/econo circum NOS,"Hermiston, Legros and Hand",669.51,Controlled List,0,13,13,do tulsi
481,Whoo Gongjinhyang Seol Whitening Jin Essence,Renal dis NOS-postpartum,Johns-Lowe,56.26,General Sales List,1,22,56,do 8 hour sleep
482,Phisoderm Clear Confidence Face Scrub,T1-t6 fx-cl/cord inj NOS,"Welch, Turner and O'Reilly",88.92,General Sales List,1,9,89,follow vegetarian
483,Gold Bond Intensive Healing Anti Itch Skin Protectant,Intrinsc sphnctr dficncy,Witting Inc,62.39,Pharmacy Medicine,0,27,57,do boil water
484,Lorazepam,Cryst arthrop NEC-l/leg,Nikolaus Inc,44.01,Pharmacy Medicine,1,-1,60,follow sav-assan
485,UV LOCK ULTRA MILK SUN,Await organ transplnt st,Senger-Stamm,28.98,Controlled List,0,7,65,do vegetarian
486,BETULA LENTA POLLEN,Poison-gas/vapor NEC,"Prosacco, Cronin and Wilderman",972.71,Controlled List,0,26,25,practice padma-assan
487,Perfect Choice,Hx-lymphatic malign NEC,Witting Inc,79.57,Pharmacy Medicine,0,-3,57,follow padma-assan
488,allergy relief,Diffus interstit keratit,"Greenholt, Herman and Gislason",69.13,General Sales List,1,29,92,use haldi
489,EROS AQUA SENSATIONS,Varicos leg ulcer/inflam,Lynch-Hyatt,46.62,General Sales List,0,2,17,take vegetarian
490,Nabumetone,Hourglass stricture stom,Harris-Beer,59.18,Controlled List,0,11,32,follow vegetarian
491,VITALUMIERE AQUA,War inj:explosion NOS,"Reinger, Langworth and Wunsch",56.27,General Sales List,0,7,11,follow neem
492,Orajel Instant Relief for Teething Pain,"BMI 28.0-28.9,adult",Wyman Inc,339.27,Pharmacy Medicine,0,20,79,follow vegetarian
493,Pac-Dent Top Gel,Breast impl remov status,"Goyette, Daniel and Leannon",12.35,Pharmacy Medicine,1,20,5,follow boil water
494,Naproxen Sodium,Mal neo resp system NOS,Spinka-Crist,49.43,General Sales List,1,30,40,practice tulsi
495,Fusion Beauty ColorCeuticals Acne Control Primer,"AMI anterior wall,subseq",Senger-Stamm,91.75,Pharmacy Medicine,1,23,65,do wake early
496,Vitiligo,Anaplastic lymph inguin,"Simonis, Kling and Mraz",45.99,General Sales List,1,25,71,take tulsi
497,Potassium Chloride in Dextrose and Sodium Chloride,War inj:nucl weapon NOS,"Welch, Turner and O'Reilly",15.38,General Sales List,0,21,89,do boil water
498,"Acetaminophen, Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride",Oth vrl hpat wo hpt coma,Feil-Mante,70.37,Pharmacy Medicine,1,12,96,use vegetarian
499,ESSENTIAL BODY RELAXING ESSENCE,Inj superior mesent vein,Ankunding Inc,49.65,Pharmacy Medicine,0,14,48,take sav-assan
500,FLUOXETINE,Abnormal findings NEC,Johnson Group,22.96,Pharmacy Medicine,1,28,90,do padma-assan
501,Derma Blemish Balm,Overexert reptv mvmt NOS,Koch-Graham,53.38,General Sales List,1,-5,39,practice 8 hour sleep
502,NBE Cool Mint,Fetal hematologic-deliv,Kub-Aufderhar,52.23,Pharmacy Medicine,1,9,72,take 8 hour sleep
503,Fluphenazine Hydrochloride,Heart compl in del-deliv,"Ryan, Nader and Murphy",66.83,Pharmacy Medicine,0,8,97,use haldi
504,Tasigna,NB hemolyt dis-abo isoim,"Paucek, Wehner and Kunde",525.91,Pharmacy Medicine,0,21,66,use vegetarian
505,Captopril,Submers NEC-person NOS,Goldner-Gottlieb,97.92,General Sales List,1,1,99,practice wake early
506,Ibuprofen,Boat acc inj NEC-docker,"Douglas, Keeling and Murray",68.9,General Sales List,1,24,42,use haldi
507,Aspirin,Abrasion trunk,"Bode, Deckow and Schuster",89.13,General Sales List,0,25,10,practice neem
508,Ondansetron Hydrochloride,Deep dermatophytosis,Wyman Inc,89.14,Pharmacy Medicine,0,28,79,follow tulsi
509,PENTOXIFYLLINE,Malign neopl clitoris,"Zieme, Lakin and Carter",97.6,Controlled List,0,-5,55,do padma-assan
510,Creations Garden,Abdmnal pain rt upr quad,Mosciski Inc,240.11,General Sales List,0,19,20,take sav-assan
511,I 123 Mini,Hypertrichosis of eyelid,"Bode, Deckow and Schuster",47.86,Controlled List,0,4,10,take wake early
512,Lovastatin,Gu infection-antepartum,"Hahn, Lubowitz and Halvorson",84.92,Pharmacy Medicine,1,13,69,do tulsi
513,Non Aspirin PM,Periapical absc w sinus,Yundt-Price,63.37,Pharmacy Medicine,1,4,15,take 8 hour sleep
514,Lyrica,Aftrce traum fx bone NEC,Johns-Lowe,65.69,Pharmacy Medicine,0,17,56,follow sav-assan
515,Fluconazole,80-89% bdy brn/70-79% 3d,Lynch-Hyatt,74.71,Pharmacy Medicine,0,-2,17,practice haldi
516,PLANTAGO LANCEOLATA POLLEN,Cl skl vlt fx-proln coma,Hane-Doyle,27.31,Pharmacy Medicine,0,5,51,follow neem
517,Phendimetrazine Tartrate,Hx sudden cardiac arrest,Hettinger Inc,66.41,General Sales List,1,16,12,use wake early
518,Hydrochlorothiazide,Congenital cataract NOS,"Greenholt, Herman and Gislason",95.15,Controlled List,1,-4,92,use vegetarian
519,Topamax,Ot VD chlm trch unspf gu,"Hyatt, Fisher and Crooks",35.05,General Sales List,1,17,16,follow wake early
520,Sinus and Allergy Releif PE,Femoral epiphysiolysis,Wolf-Price,57.81,General Sales List,0,9,47,follow 8 hour sleep
521,IOPE RETIGEN LUMINOUS BASE,Legal abor w hemorr-comp,Wolf-Price,17.48,Pharmacy Medicine,1,7,47,take sav-assan
522,Hemorrhoidal,Unilat cleft palate-inc,"Bechtelar, Connelly and Boehm",466.31,Controlled List,1,25,82,practice haldi
523,MANGO BEBE LIP ESSENCE,Sickle-cell trait,Yost-Pouros,22.55,Controlled List,0,25,85,take haldi
524,Cleocin Phosphate,Concussion NOS,Langosh Inc,73.96,Controlled List,1,26,19,follow vegetarian
525,A and D,Contusion face/scalp/nck,"Zieme, Lakin and Carter",38.09,Controlled List,1,7,55,practice vegetarian
526,CLINIMIX E,Dislocation ear ossicle,Bradtke-Heathcote,72.45,Controlled List,1,4,78,use boil water
527,azithromycin,Mal neo nervous syst NOS,"Raynor, Walker and Jakubowski",34,Pharmacy Medicine,0,30,58,do boil water
528,Atenolol and Chlorthalidone,Vaccin for diphtheria,"Cremin, Rosenbaum and Bashirian",893.78,Pharmacy Medicine,1,23,86,take vegetarian
529,Oxygen,Cl skl/oth fx/br inj NEC,Wyman Inc,67.66,General Sales List,1,-4,79,take wake early
530,Morphine Sulfate,Mild/NOS preeclamp-p/p,"Simonis, Kling and Mraz",29.37,Controlled List,0,3,71,follow boil water
531,Creomulsion,Thoracoscop conv to open,"Hermiston, Legros and Hand",28.94,General Sales List,1,24,13,practice tulsi
532,Esgic,"BMI 26.0-26.9,adult",Dietrich-Denesik,74.33,Pharmacy Medicine,1,-5,63,follow boil water
533,Oxazepam,Opn skul fx NEC w/o coma,Nikolaus Inc,54.07,Controlled List,1,13,60,take boil water
534,Neomycin and Polymyxin B Sulfates and Dexamethasone,Obsv-adolesc antisoc beh,Lynch-Hyatt,948.55,Pharmacy Medicine,1,5,17,practice wake early
535,acetaminophen,Fx base femoral nck-clos,Kuhic Inc,93.19,Controlled List,1,17,23,do wake early
536,Be-Dry,Snow veh acc-pedest,Daugherty-Olson,26.22,Pharmacy Medicine,0,29,30,follow tulsi
537,Keppra,Dis plas protein met NEC,Gerhold and Sons,82.34,Controlled List,1,24,31,take boil water
538,Zicam,Prelab rupt uter-antepar,"Schulist, Jerde and Romaguera",23.26,General Sales List,0,-5,91,do padma-assan
539,Hydralazine Hydrochloride,FB entering oth orifice,Walter and Sons,73.27,Pharmacy Medicine,0,20,44,use wake early
540,Dexamethasone,Meningococcemia,"Maggio, Wehner and Ratke",256.22,Pharmacy Medicine,1,27,83,do sav-assan
541,Leflunomide,DMII hprosmlr uncontrold,"McGlynn, Hansen and Nicolas",40.25,General Sales List,1,0,24,follow boil water
542,VERTICILLIUM ALBO ATRUM,Transverse colon inj-cl,Senger-Stamm,33.64,Controlled List,0,12,65,take vegetarian
543,Ketorolac Tromethamine,Round hole of retina,Gerhold and Sons,89.28,Pharmacy Medicine,1,-1,31,follow 8 hour sleep
544,Naproxen Sodium,Fx ramus NOS-closed,Johnson Group,56.52,General Sales List,0,9,90,practice sav-assan
545,RYZOLT,TB of organ NEC-cult dx,Yundt-Price,42.33,Controlled List,1,1,15,use sav-assan
546,Curad Alcohol,Umbilical artery absence,Lemke LLC,879,Controlled List,1,8,18,follow padma-assan
547,SHISEIDO SHEER MATIFYING COMPACT (REFILL),Old bucket tear lat men,Walter and Sons,21.64,Controlled List,0,9,44,do boil water
548,Mydriacyl,Screen - osteoporosis,Daugherty-Olson,14.42,General Sales List,0,4,30,use 8 hour sleep
549,Ropinirole Hydrochloride,Visual percept w/o fusn,"Moen, Osinski and Weissnat",47.35,Pharmacy Medicine,1,21,73,use wake early
550,pioglitazone hydrochloride,Talipes cavus,Zemlak and Sons,43.34,General Sales List,1,16,70,practice vegetarian
551,Methyldopa,Enteritis d/t calicivirs,Braun-Bartoletti,13.56,Pharmacy Medicine,1,16,64,follow vegetarian
552,Gemcitabine Hydrochloride,Degenerative globe NEC,"Zieme, Lakin and Carter",372.46,Pharmacy Medicine,0,12,55,take wake early
553,Youngevity,Infect NOS-postpartum,"Prosacco, Cronin and Wilderman",21.41,Controlled List,0,25,25,follow neem
554,Listerine Naturals Antiseptic - Herbal Mint,Vasc lesion cord-unspec,"Bechtelar, Connelly and Boehm",92.26,Pharmacy Medicine,1,23,82,take haldi
555,Xalatan,Deficiencies neck/trunk,"O'Conner, Kris and Schowalter",86.18,General Sales List,0,20,54,use neem
556,ZAFIRLUKAST,Radiat fetal damag-unsp,Ferry Group,73.01,General Sales List,1,0,74,practice 8 hour sleep
557,Fluphenazine Hydrochloride,Inj abdominal vessel NOS,Kub-Aufderhar,31.32,Controlled List,1,24,72,follow vegetarian
558,NEO-POLY-DEX,Pyelonephrit in oth dis,"Ziemann, Carter and Crona",282.87,Pharmacy Medicine,0,7,49,take wake early
559,Levofloxacin,Louse-borne typhus,"Cremin, Rosenbaum and Bashirian",27,Controlled List,0,30,86,use boil water
560,Penicillin V Potassium,Allergy dental res mat,"Hyatt, Fisher and Crooks",58.43,General Sales List,0,1,16,take tulsi
561,Simvastatin,Hepatorenal syndrome,Green-Harris,12.55,Pharmacy Medicine,0,25,34,follow padma-assan
562,Gris-PEG,Mal neo lingual tonsil,"Paucek, Wehner and Kunde",75.18,Controlled List,1,27,66,take wake early
563,Senna-S Laxative,Hemrrhoid NOS w comp NEC,"Bode, Deckow and Schuster",78.76,Controlled List,1,25,10,take haldi
564,meijer,"Amput above knee, unilat",Goldner-Gottlieb,272.02,General Sales List,1,17,99,use sav-assan
565,Primidone,Ben neo ribs/stern/clav,"Goyette, Daniel and Leannon",44.67,Pharmacy Medicine,1,26,5,take 8 hour sleep
566,Acute Viro Reliever,Aircraft acc-ground crew,"Bode, Deckow and Schuster",14.3,General Sales List,1,27,10,take boil water
567,sumatriptan succinate,Mal histiocytosis axilla,Carter Inc,41.49,Controlled List,0,1,100,take boil water
568,Quetiapine fumarate,Malposition NEC-deliver,Hane-Doyle,53.71,General Sales List,0,13,51,follow boil water
569,QUERCUS VIRGINIANA POLLEN,Polio osteopathy-forearm,Yundt-Price,11.12,General Sales List,1,21,15,take haldi
570,Cefazolin,Gonorrhea in preg-unspec,Kautzer LLC,639.87,Pharmacy Medicine,0,9,61,practice vegetarian
571,Synthroid,Pulmon art coarct/atres,Koch-Graham,34.81,Controlled List,1,23,39,use padma-assan
572,Clear Proof Acne System The Go Set,Pathol dislocat-unspec,Harvey and Sons,59.9,General Sales List,0,20,46,use sav-assan
573,Sandostatin LAR Depot,H zoster complicated NEC,"Thompson, Lang and Crist",97.41,General Sales List,0,17,75,take neem
574,Motion Sickness,Chr ischemic hrt dis NEC,Kuhic Inc,11.44,Controlled List,1,16,23,practice neem
575,Eve Lom Radiance Lift Foundation SPF 15,Histoplasm dub pneumonia,"Paucek, Wehner and Kunde",80.83,Pharmacy Medicine,1,9,66,practice sav-assan
576,Burweed Marsh Elder,Traum pneumothorax-close,Nitzsche and Sons,228.79,Controlled List,1,26,21,take boil water
577,CLARINS Broad Spectrum SPF 15 Everlasting Foundation Tint 116,2nd deg burn lip,Goldner-Gottlieb,83.39,Controlled List,0,2,99,use wake early
578,REVITALIZING FACIAL FOAM,Stat obj w sub fall NEC,Goldner-Gottlieb,92.48,Controlled List,0,2,99,practice boil water
579,Bactoshield,Cl skul fx NEC-deep coma,"Schulist, Jerde and Romaguera",81.21,General Sales List,0,14,91,take neem
580,ONGLYZA,Allerg arthritis-ankle,Kuhic Inc,70.15,General Sales List,0,8,23,use boil water
581,Iodine Bush,Chronic lymphadenitis,McKenzie Group,15.53,Controlled List,1,9,7,use padma-assan
582,Metformin Hydrochloride,Traumatic brain hem NEC,"Bode, Deckow and Schuster",656.18,General Sales List,1,18,10,take sav-assan
583,BICILLIN L-A,Athscl extrm bps gft NOS,"Ortiz, Corkery and Koelpin",87.23,General Sales List,1,19,67,follow haldi
584,Alprazolam,Oth mult lb-in hosp w cs,Gerhold and Sons,20.94,Controlled List,0,18,31,do haldi
585,Atenolol and Chlorthalidone,Hem early preg NEC-deliv,Spinka-Crist,68.94,General Sales List,1,14,40,do boil water
586,QUETIAPINE FUMARATE,Fx c1 vertebra-closed,Yundt-Price,16.96,Controlled List,1,15,15,take neem
587,SEROQUEL,Muscle weakness-general,DuBuque-Paucek,88.12,Pharmacy Medicine,0,0,14,do sav-assan
588,Pamidronate Disodium,Fx humerus NOS-open,Ebert and Sons,247.89,General Sales List,0,8,98,practice 8 hour sleep
589,Lamotrigine,Open wound of back,"Wiegand, Prohaska and Kub",57.81,Pharmacy Medicine,0,15,52,take haldi
590,Chlorpromazine Hydrochloride,Polio osteopathy-l/leg,Kautzer LLC,25.59,Pharmacy Medicine,0,4,61,take vegetarian
591,Cerezyme,React-cardiac dev/graft,"Maggio, Wehner and Ratke",32.97,Pharmacy Medicine,1,15,83,do neem
592,Night Time Original,"Dysphagia, oral phase","Zieme, Lakin and Carter",29.16,Controlled List,0,2,55,practice haldi
593,Mineral Oil,Pelvic varices,Hettinger Inc,11.46,General Sales List,0,23,12,practice tulsi
594,ATORVASTATIN CALCIUM,Flu dt novel A w oth man,"Goyette, Daniel and Leannon",304.14,General Sales List,1,27,5,follow wake early
595,Zolpidem Tartrate,Poisoning-blood agt NEC,DuBuque-Paucek,45.72,General Sales List,1,7,14,do vegetarian
596,Atenolol,Jt derangement NEC-l/leg,"Ortiz, Corkery and Koelpin",12.82,Pharmacy Medicine,0,24,67,practice neem
597,Tomato,"Amputat bk, unilat-compl",Lemke LLC,31.29,Pharmacy Medicine,1,25,18,practice haldi
598,ALKERAN,Boat acc inj NEC-power,"Ortiz, Corkery and Koelpin",48.76,General Sales List,0,12,67,use padma-assan
599,Aspirin,Cl skul w oth fx-concuss,"Greenholt, Herman and Gislason",54.89,Pharmacy Medicine,1,27,92,take boil water
600,DiorSkin Nude 030 Medium Beige,Dietary surveil/counsel,"Prosacco, Cronin and Wilderman",785.55,General Sales List,1,6,25,practice haldi
601,Instant Hand sanitizer,Carbuncle NOS,Breitenberg-Kulas,70.25,Pharmacy Medicine,1,-3,28,use boil water
602,Prestige Snail Lip Treatment,Unilat femoral hernia,Nitzsche and Sons,53.01,Pharmacy Medicine,1,4,21,practice boil water
603,Crayola,Opn skul fx NEC-brf coma,Hettinger Inc,24.05,Controlled List,1,-3,12,follow padma-assan
604,Pioglitazone hydrochloride and glimepiride,Chr ischemic hrt dis NEC,Kuphal LLC,43.43,Controlled List,1,0,29,follow haldi
605,XIFAXAN,Broke prosthtc jt implnt,"Ryan, Nader and Murphy",68.05,Controlled List,1,-2,97,take tulsi
606,Revlimid,Var mgr NEC wo ntc mgr,Mayert LLC,15.21,General Sales List,1,-1,41,take wake early
607,Crest Wild Expressions,Disproportion NOS-deliv,Carter Inc,18.92,Controlled List,1,9,100,take neem
608,Rizatriptan Benzoate,Artif rupt memb-antepart,Wyman Inc,94.92,General Sales List,0,28,79,follow vegetarian
609,Denorex Extra Strength,Tox eff noxious food NOS,Herman-Marks,44.96,Controlled List,0,27,94,take wake early
610,Lisinopril,Poisoning-gi agent NOS,"Luettgen, Hayes and Ward",37.27,General Sales List,0,7,38,practice haldi
611,Lady Speed Stick,Bsl cell ca scalp/skn nk,Herman-Marks,94.66,Pharmacy Medicine,0,16,94,follow wake early
612,Pleo Muc,Syst/diast hrt fail NOS,Fay-Rau,656.79,Controlled List,0,23,87,use tulsi
613,Walgreen Vanishing Scent Muscle and Joint,"Subendo infarct, initial","Fay, Hessel and Borer",20.06,Pharmacy Medicine,0,28,36,follow 8 hour sleep
614,Condylox,TB of knee-no exam,"Welch, Turner and O'Reilly",57.33,Pharmacy Medicine,1,23,89,practice sav-assan
615,Simvastatin,Cl skl w oth fx-mod coma,Ebert and Sons,83.23,Controlled List,1,30,98,do boil water
616,Cough Runny Nose,Machine accident-swim,"Cremin, Rosenbaum and Bashirian",90.81,Pharmacy Medicine,1,1,86,follow 8 hour sleep
617,Ketorolac Tromethamine,Vomit compl preg-antepar,"Maggio, Wehner and Ratke",34.53,Controlled List,0,24,83,practice 8 hour sleep
618,Denti-Care Denti-Freeze,Paralytic ileus,"Ziemann, Carter and Crona",572.98,Controlled List,1,-4,49,follow boil water
619,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,Prelab rupt uter-antepar,McKenzie Group,13.92,Controlled List,1,24,7,do boil water
620,Rejuvity moisturizing day cream BROAD SPECTRUM SPF 15 SUNSCREEN,Metatarsus primus varus,Hauck-Denesik,96.29,Pharmacy Medicine,0,-5,35,follow wake early
621,Lens Scale Pollen,Queensland tick typhus,DuBuque-Paucek,93.35,General Sales List,1,10,14,follow wake early
622,ACD Solution Modified,Adhesion tympanum-incus,Anderson Group,44.35,Controlled List,1,-1,77,use haldi
623,Mercurius Vivus Kit Refill,Superf inj foot/toe NEC,Hettinger Inc,87.94,Pharmacy Medicine,0,28,12,take 8 hour sleep
624,Diazepam,Fx facial bone NEC-open,"Welch, Turner and O'Reilly",784.4,Pharmacy Medicine,0,11,89,use haldi
625,Dextroamphetamine Saccharate and Amphetamine Aspartate and Dextroamphetamine Sulfate and Amphetamine Sulfate,<24 comp wks gestation,Yost-Pouros,47.66,Controlled List,0,17,85,practice neem
626,Revlimid,Lacrimal mucocele,"Cassin, Kuphal and Feeney",61.79,General Sales List,0,13,2,take 8 hour sleep
627,Glytone Acne Back,Amniocentesis affect NB,Yost-Pouros,57.34,Pharmacy Medicine,0,15,85,use neem
628,fexo fenadine,Menst mgr wo ntrc wo st,Ullrich LLC,96.69,Pharmacy Medicine,0,12,81,use tulsi
629,Aveeno Active Naturals Positively Radiant Tinted Moisturizer,Cereb degeneration NOS,Hamill-Goyette,75.32,Pharmacy Medicine,1,16,59,practice vegetarian
630,Glyburide,Sec uterine inert-antepa,Yost-Pouros,990.7,General Sales List,0,1,85,practice neem
631,ADVANCED CELL BOOSTING EX TONER,Cong def clot factor NEC,Rempel Inc,77.26,Pharmacy Medicine,1,-4,8,do tulsi
632,Kroger Sport sunscreen,Mental disorder-deliver,Ebert and Sons,69.93,Controlled List,1,6,98,practice vegetarian
633,ALOE UP LIL KIDS CONTINUOUS SUNSCREEN,Parasitic endophthal NOS,"Hettinger, Becker and Walter",28.49,Pharmacy Medicine,1,24,26,do padma-assan
634,DOUBLE PERFECTION LUMIERE,Therap radiation overdos,Langosh Inc,25.75,Controlled List,0,16,19,practice neem
635,Aspergillus repens,Orthopoxvirus infect NEC,"Zieme, Lakin and Carter",51.88,Controlled List,1,-4,55,follow vegetarian
636,Zidovudine,Common ventricle,"Ortiz, Corkery and Koelpin",816.77,Controlled List,0,28,67,use boil water
637,citroma,Benign neoplasm bladder,Lynch-Hyatt,86.69,Pharmacy Medicine,0,19,17,take 8 hour sleep
638,Levothyroxine Sodium,Vitreous hemorrhage,"Ortiz, Corkery and Koelpin",48.68,General Sales List,1,-3,67,practice wake early
639,AMLODIPINE BESYLATE,Ankylosis-hand,Langosh Inc,43.72,Pharmacy Medicine,1,30,19,follow vegetarian
640,Stomach Spleen Meridian Formula,Delay p/part hem-unspec,"Hermiston, Legros and Hand",80.04,General Sales List,1,-3,13,follow boil water
641,Nifedical,Stress fx femoral neck,"Prosacco, Cronin and Wilderman",15.81,General Sales List,0,12,25,do haldi
642,Metronidazole,Cryst arthrop NEC-pelvis,"Hettinger, Becker and Walter",563.74,Pharmacy Medicine,1,23,26,follow neem
643,Currant,Thalassemia NEC,"Maggio, Wehner and Ratke",52.31,General Sales List,0,5,83,practice wake early
644,Prednisone,Ch leu uns cl in relapse,Ankunding Inc,53.13,Pharmacy Medicine,0,-3,48,follow padma-assan
645,Childrens Ibuprofen,Selective ig defic NEC,Leffler Inc,74.19,General Sales List,0,25,76,use haldi
646,Pleo Lat,Primary syphilis NEC,"Hettinger, Becker and Walter",81.72,Controlled List,0,14,26,take sav-assan
647,Oxygen,Graft-versus-host NOS,Kub-Aufderhar,34.2,Pharmacy Medicine,1,12,72,practice tulsi
648,GOOD NEIGHBOR PHARMACY DIAPER RASH,"Fx humer, condyl NOS-opn",Zemlak and Sons,635.8,General Sales List,0,28,70,take wake early
649,Zyprexa,2nd deg burn thigh,Goldner-Gottlieb,70.38,General Sales List,1,22,99,follow wake early
650,XEROSTOM,Traum pneumothorax-close,Kuphal LLC,54.4,Pharmacy Medicine,1,12,29,do wake early
651,risperidone,Illeg abort uncompl-unsp,"Hermiston, Legros and Hand",20.46,General Sales List,1,6,13,do 8 hour sleep
652,Milk of Magnesia Original,Snow veh acc-pers NOS,Green-Harris,72.45,Controlled List,1,20,34,follow wake early
653,Anticavity Fluoride Rinse,Post-osse biol fail impl,"Fay, Hessel and Borer",69.92,Pharmacy Medicine,0,-2,36,do haldi
654,SOLAR SENSE CLEAR ZINC SUNSCREEN SPORT BROAD SPECTRUM SPF 50 Plus,Spina bifida occulta,Zemlak and Sons,717.4,Pharmacy Medicine,1,9,70,follow sav-assan
655,UREA,DMII oth uncntrld,Kreiger Group,71.12,General Sales List,0,16,37,do 8 hour sleep
656,Pantoprazole Sodium,Ac stomac ulc w hem/perf,"Padberg, Heidenreich and Predovic",93.46,Controlled List,0,-5,84,follow neem
657,Cimetidine,Deep 3rd burn genitalia,Harris LLC,55.23,General Sales List,1,6,95,use 8 hour sleep
658,Erythromycin,Mitr/aortic mult involv,"Zieme, Lakin and Carter",20.56,Controlled List,0,14,55,take padma-assan
659,Carbidopa and levodopa,Allerg rhinitis-cat/dog,Nitzsche and Sons,60.42,Controlled List,0,5,21,use boil water
660,CD DiorSkin Forever Compact Flawless Perfection Fusion Wear Makeup SPF 25 - 040,Hebephrenia-unspec,"Maggio, Wehner and Ratke",245.88,Pharmacy Medicine,1,-5,83,use padma-assan
661,Sulphur 30C,Ac osteomyelitis-hand,Herman-Marks,22.86,General Sales List,1,22,94,take boil water
662,Russian Thistle,Sleep disturbances NEC,Gerhold and Sons,54.66,Pharmacy Medicine,0,24,31,do vegetarian
663,Rosanil,Watercraft explos-skier,Kuhic Inc,81.87,Controlled List,0,29,23,do sav-assan
664,Blackberry,Acute otitis externa NEC,McKenzie Group,94.96,General Sales List,1,6,7,practice sav-assan
665,Clozapine,Acq pyloric stenosis,Yundt-Price,29.76,Controlled List,1,27,15,practice vegetarian
666,temazepam,Emphysematous bleb,Kautzer LLC,100.72,Controlled List,0,21,61,take sav-assan
667,Medi-First,Prim pulm hypertension,"Ortiz, Corkery and Koelpin",38,Pharmacy Medicine,0,15,67,use sav-assan
